"(5, 60)","(3, 3)","(2, 2)","(3, 5)","(2, 4)","(1, 2)","(1, 4)","(3, 4)","(5, 5)","(10, 30)","(4, 60)","(4, 30)","(0.5, 30)","(0.5, 2)","(1, 60)","(0.5, 5)","(0.5, 3)","(2, 3)","(0.5, 60)","(0.5, 4)","(4, 4)","(2, 60)","(3, 30)","(1, 30)","(4, 5)","(2, 30)","(1, 3)","(2, 5)","(5, 30)","(1, 5)","(10, 60)","(3, 60)"
0.9032302583435003,0.9061773453455233,0.90572807073241,0.9062613869143827,0.9057288823101579,0.903967393612564,0.9037852689021213,0.9063252725057482,0.903789100358144,0.9141863183963622,0.9031740050619168,0.9058285343689999,0.8954567179090095,0.8957020396708361,0.903651685605934,0.8958900616265361,0.897502367795236,0.9044208159703796,0.8970438460593755,0.8954229418113588,0.903826764242632,0.9052581005711884,0.9058435677519313,0.9055414724039803,0.9026313628635159,0.9036177923532873,0.9044446251404927,0.9061913686146597,0.9069431251876339,0.9038638623287756,0.9160757579150797,0.9059283669156688
0.9051401744888313,0.9051063335318663,0.9059947223619014,0.9055638800168928,0.9052175921804435,0.9045610450838174,0.9050388703800303,0.9063370627518792,0.9053165527678797,0.916444578069626,0.9060016062652047,0.9057810999514047,0.8994160970333305,0.8991763663223985,0.904561273862259,0.8984921351967425,0.898642447823903,0.9058167754264211,0.8983646807837811,0.8987766052108176,0.905651611527792,0.905153736714637,0.906711118914953,0.9052192102277591,0.9059693163426081,0.904600979066241,0.9048567015514418,0.9059631455126702,0.904928150897401,0.904645001846735,0.9181529841759467,0.90489177103387
0.843344020976077,0.8359395920557935,0.8378456956028579,0.839897035751975,0.8311937316462922,0.8334094811198597,0.8289549250900109,0.8408026120088964,0.8437259459745479,0.8511608120045355,0.8374457848066561,0.8339899448832133,0.8139309258514817,0.8366719972267935,0.8364764328313001,0.8210459997031583,0.8341558270731049,0.8404338374868686,0.8375094223638773,0.822469792257373,0.8212411573498353,0.8270960646561948,0.8295176103151858,0.8388714749112246,0.8279475800339107,0.8456127665409376,0.8250951591672571,0.8213972120325866,0.8460000588957808,0.829032772214022,0.8497636523172167,0.853779246850021
0.9411026932426632,0.9418435999486864,0.9414728054759653,0.9416761978970399,0.9413439778116958,0.9374563050867885,0.9381203980309814,0.9418018293479709,0.9415852698917734,0.953901521409672,0.940555465167338,0.9412018125224881,0.9292930542164719,0.9294686828288917,0.9376992238648982,0.928940441601908,0.9290802786625296,0.9417155845220366,0.9287913286882681,0.9289867181827873,0.9416098039380143,0.9407209302639329,0.9386582346431152,0.9378980854680641,0.941752263410043,0.9404306540314545,0.9374313087020514,0.9409293213905698,0.9405793265657758,0.9379622634129628,0.9532686343119827,0.9411803550881748
0.9540920951012449,0.9544597346730646,0.9535550392696465,0.9542240698594192,0.9546037031562367,0.950787736642687,0.9515773641899699,0.9552265030188833,0.954604804536201,0.9670709730921189,0.9537155033018438,0.9547744441016471,0.9301330324598085,0.9308874474438353,0.9509572514025327,0.9306473953115667,0.9307971603768064,0.954983133577365,0.9288073623463065,0.9303595014164114,0.9536580161548155,0.9538930618252891,0.9546703069731797,0.9513245034896289,0.9543304920268948,0.9536103868855805,0.9517690432786206,0.9534605443286687,0.9532626406742116,0.9508295018112237,0.9680865179295217,0.9545089457978098
0.938064373940767,0.9252017677174171,0.937744307042043,0.9305769057628313,0.9353011277181785,0.934945086186038,0.9355219694502732,0.9351052936672248,0.9401923046260467,0.9420298444580861,0.9359634943048791,0.9353794214096096,0.9364508570727285,0.9201507168194208,0.937284021811533,0.9253188411117078,0.917538317863122,0.9342031826491788,0.924441410171956,0.9177435734407415,0.937866655466418,0.9337449872118704,0.9344117257958006,0.9368125137970189,0.9357317782445866,0.9412193046494028,0.9315115437250995,0.9339455483536743,0.9346487770385477,0.9380477113520318,0.9487245698426591,0.9335762083391792
0.9473756523305747,0.9493421442336946,0.9212878769728178,0.946536044925903,0.9475099315566806,0.9196850939215391,0.9436389703176292,0.9493217800627514,0.9474165319178104,0.9477413261253373,0.9492560379959423,0.9493062356472091,0.9450044629312409,0.9425175094477062,0.9456866934324506,0.9447233610074504,0.9447626179020882,0.9299513807933332,0.9447088616444443,0.9446553751541167,0.9492900625832114,0.9485580769180822,0.9491875408572259,0.9221846111627361,0.9482263812677129,0.948535331961191,0.9413864844925952,0.9475452389124814,0.9483039563909216,0.9328554928979301,0.9486267975543268,0.9492536585001397
0.9561199220542129,0.9573276627530447,0.9576356201650645,0.9564621904096189,0.956758136501249,0.9527549084208549,0.9586510854750984,0.9572996385514283,0.9554308825071235,0.9560946125642393,0.9572144506298205,0.9518024312757227,0.9572765592113097,0.9582758355716237,0.9591228130622642,0.957512585635596,0.9572206541393194,0.9532649891459659,0.9580312386793646,0.9589499607631016,0.9572859089851189,0.9566625783057248,0.952655033573183,0.9585807464715623,0.9556010614313866,0.9569995053575273,0.9582785455655879,0.9576787912544553,0.956300423854595,0.9583872971869253,0.9558045215013802,0.9572174815492527
0.9415872116941577,0.9460837054646453,0.9218081480053912,0.9380655269398662,0.9285468172186091,0.9189717094222984,0.9427381938474092,0.9210766357187288,0.936988886742426,0.9153180785983791,0.9510199154858345,0.9332048694416499,0.9003147859866594,0.9484783496535204,0.9279738026114558,0.9414174824798789,0.9418414244315463,0.9209211078328364,0.915576573571605,0.9178891123474606,0.9371177552756638,0.949827519898611,0.9262888497282142,0.945462234870924,0.932708575141232,0.9391647600028954,0.9425935642953363,0.9247844035641858,0.9442567288708681,0.9426365669774197,0.9199146297715866,0.9450722028991306
0.9601120457023494,0.9609835129395687,0.9618804247490933,0.9604236208453841,0.9622674486706962,0.9620056642257658,0.961139445525229,0.9617923026222808,0.9607310836176017,0.9634845344810568,0.9596749073647505,0.9622228715265042,0.9617522956575302,0.9612970960551974,0.9623449606673645,0.960765406160118,0.9612369005660278,0.9584399699609838,0.963341837049937,0.9605413956012402,0.9623256547282851,0.961941539860095,0.9624959599459044,0.9614106795931244,0.9610676398339809,0.9616076566695255,0.9626639623561785,0.9615440769716537,0.9610486560402001,0.9625248549681678,0.9627729723797227,0.9619483136430723
